speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName
Catostomus nanomyzon	synonym	2962	Catostomus catostomus	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Longnose sucker
Cyprinus castostomus	synonym	2962	Catostomus catostomus	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Longnose sucker
Cyprinus catostomus	synonym	2962	Catostomus catostomus	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Longnose sucker
Cyprinus hudsonius	synonym	2962	Catostomus catostomus	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Longnose sucker
Cyprinus rostratus	synonym	2962	Catostomus catostomus	Actinopteri	Cypriniformes	Catostomidae	Catostomus	Longnose sucker
Cobitis taenia	accepted name	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Cobitinula anatoliae	synonym	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Cobitis spilura	synonym	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Cobitis taenia danubialis	synonym	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Cobitis taenia taenia	synonym	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Cobitis taenia tanaitica	synonym	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Cobitis taenioides	synonym	6378	Cobitis taenia	Actinopteri	Cypriniformes	Cobitidae	Cobitis	Spined loach
Misgurnus fossilis	accepted name	4790	Misgurnus fossilis	Actinopteri	Cypriniformes	Cobitidae	Misgurnus	Weatherfish
Cobitis fossilis	synonym	4790	Misgurnus fossilis	Actinopteri	Cypriniformes	Cobitidae	Misgurnus	Weatherfish
Petromizon variegatus	synonym	4790	Misgurnus fossilis	Actinopteri	Cypriniformes	Cobitidae	Misgurnus	Weatherfish
Sabanejewia aurata	accepted name	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Cobitis aralensis	synonym	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Cobitis aurata	synonym	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Cobitis aurata aralensis	synonym	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Cobitis hohenackeri	synonym	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Sabanejewia aurata aralensis	synonym	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Sabanejewia aurata aurata	synonym	22911	Sabanejewia aurata	Actinopteri	Cypriniformes	Cobitidae	Sabanejewia	Golden spined loach
Barbus barbus	accepted name	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus barbus barbus	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus barbus borysthenicus	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus barbus gallicus	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus communis	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus fluviatilis	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus fluviatilis alba	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus fluviatilis aurata	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus fluviatilis tyrasensis	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus mayori	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus microphthalmus	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Barbus vulgaris	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Cyprinus barba	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Cyprinus barbus	synonym	4472	Barbus barbus	Actinopteri	Cypriniformes	Cyprinidae	Barbus	Barbel
Carassius carassius	accepted name	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius carassius carassius	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius carassius jacuticus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius charax	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius gibelio minutus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius humilis	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius linnaei	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius linnei	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius linnei lacustrus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius linnei piscinarum	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius moles	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius oblongus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius vulgaris	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius vulgaris gibbosus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius vulgaris subventrosus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Cyprinus carassius	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Cyprinus charax	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Cyprinus gibelio minutus	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Cyprinus moles	synonym	270	Carassius carassius	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Crucian carp
Carassius gibelio	accepted name	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Carassius auratus gibelio	synonym	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Carassius bucephalus	synonym	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Carassius ellipticus	synonym	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Carassius vulgaris kolenty	synonym	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Carassius vulgaris ventrosus	synonym	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Cyprinus gibelio	synonym	6376	Carassius gibelio	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Prussian carp
Cyprinus carpio	accepted name	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Carpio carpio gibbosus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Carpio vulgaris	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus acuminatus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus alepidotus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus angulatus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus atrovirens	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus bithynicus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio anatolicus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio aralensis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio brevicirri	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio carpio	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio caspicus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio communis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio elongatus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio fluviatilis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio haematopterus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio lacustris	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio longicirri	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio monstrosus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio oblongus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus carpio specularis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus cirrosus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus conirostris	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus coriaceus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus elatus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus festetitsii	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus hungaricus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus macrolepidotus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus mahuensis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus melanotus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus nordmannii	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus nudus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus regina	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus regius	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus rex	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus rexcyprinorum	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus rondeletii	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus specularis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus thermalis	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus tossicole	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus viridescens	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Cyprinus vittatus	synonym	1450	Cyprinus carpio	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Common carp
Gobio gobio	accepted name	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Bungia nigrescens	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Cobitis fundulus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Cyprinus gobio	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio fluviatilis	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio fluviatilis lepidolaemus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio albanicus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio balcanicus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio gobio	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio katopyga	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio lepidolaemus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio longicirris	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio magnicapitata	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio muresia	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio nikolskyi	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio prosopyga	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio gobio saramaticus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio latus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio lepidolaemus	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio phoxinoides	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio saxatilis	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Gobio vulgaris	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Leuciscus gobio	synonym	4478	Gobio gobio	Actinopteri	Cypriniformes	Gobionidae	Gobio	Gudgeon
Romanogobio albipinnatus	accepted name	25894	Romanogobio albipinnatus	Actinopteri	Cypriniformes	Gobionidae	Romanogobio	White-finned gudgeon
Gobio albipinnatus	synonym	25894	Romanogobio albipinnatus	Actinopteri	Cypriniformes	Gobionidae	Romanogobio	White-finned gudgeon
Abramis brama	accepted name	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis argyreus	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis brama bergi	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis brama danubii	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis brama orientalis	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis brama sinegorensis	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis gehini	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis media	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis melaenus	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis microlepidotus	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis vetula	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Abramis vulgaris	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Cyprinus brama	synonym	268	Abramis brama	Actinopteri	Cypriniformes	Leuciscidae	Abramis	Freshwater bream
Alburnoides bipunctatus	accepted name	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Abramis bipunctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Alburnoides bipunctatus smyrnaea	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Alburnoides bipunctatus tzanevi	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Alburnoides tzanevi	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Alburnus bipunctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Aspius bipunctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus annoni	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus bipunctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus blockii	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus gronovii	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus punctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus riemling	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus sanderi	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus spirlin	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Cyprinus tinca notha	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Leuciscus baldneri	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Leuciscus bipunctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Spirlinus bipunctatus	synonym	4875	Alburnoides bipunctatus	Actinopteri	Cypriniformes	Leuciscidae	Alburnoides	Schneider
Alburnus alburnus	accepted name	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Abramis alburnus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnis alborella maxima	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus alborella lateristriga	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus alborellus maximus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus alburnus alburnus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus alburnus strumicae	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus alburnus thessalicus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus arquatus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus ausonii	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus avola	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus breviceps	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus charusini	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus fabraei	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus fracchia	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus gracilis	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus linnei	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus angustior	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus colobocephala	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus elata	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus elongata	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus ilmenensis	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus lacustris	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus latior	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus macropterus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus lucidus oxycephala	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus mirandella	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus obtusus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus scoranzoides	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus striatus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Alburnus strigio	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Aspius alburnoides	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Aspius ochrodon	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Cyprinus alburnus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Leuciscus alburnus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Leuciscus dolabratus	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Leuciscus lucidus ilmenensis	synonym	4730	Alburnus alburnus	Actinopteri	Cypriniformes	Leuciscidae	Alburnus	Bleak
Ballerus ballerus	accepted name	6374	Ballerus ballerus	Actinopteri	Cypriniformes	Leuciscidae	Ballerus	Zope
Abramis ballerus	synonym	6374	Ballerus ballerus	Actinopteri	Cypriniformes	Leuciscidae	Ballerus	Zope
Cyprinus ballerus	synonym	6374	Ballerus ballerus	Actinopteri	Cypriniformes	Leuciscidae	Ballerus	Zope
Cyprinus farenus	synonym	6374	Ballerus ballerus	Actinopteri	Cypriniformes	Leuciscidae	Ballerus	Zope
Blicca bjoerkna	accepted name	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Abramis bjoerkna	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Abramis blicca	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Abramis erythropterus	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Abramis micropteryx	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca argyroleuca	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca bjoekna	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca bjoerkna bjoerkna	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca bjoerkna derjavini	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca bjoerkna transcaucasica	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca bjorkna	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Blicca intermedia	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus bjoerkna	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus blicca	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus gibbosus	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus gieben	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus laskyr	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus latus	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Cyprinus meckel	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
