speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName
Anarrhichas leopardus	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarrhichas pantherinus	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarrhichas pantherinvs	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarrhichas steenstrupii	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Lumpenus lampretaeformis	accepted name	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Blennius gracilis	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Blennius lampretaeformis	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Blennius lumpretaeformis	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Blennius serpentinus	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Centrnotus islandicus	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Clinus mohrii	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Clinus nebulosus	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Lumpenus gracilis	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Lumpenus lampetraeformis	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Lumpenus lampetraeformis americanus	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Lumpenus lampetraeformis terraenovae	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Lumpenus lumpretaeformis	synonym	1380	Lumpenus lampretaeformis	Actinopteri	Perciformes/Zoarcoidei	Lumpenidae	Lumpenus	Snakeblenny
Pholis gunnellus	accepted name	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Blennius europaeus	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Blennius gunnellus	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Blennius muraenoides	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Centronotus gunnellus	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Gunnellus affinis	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Gunnellus cornubiensium	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Gunnellus ingens	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Gunnellus macrocephalus	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Gunnellus vulgaris	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Muraenoides guttata	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Muraenoides sujef	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Ophidion imberbe	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Ophidium fulvescens	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Ophidium mucronatum	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Pholis gunellus	synonym	3804	Pholis gunnellus	Actinopteri	Perciformes/Zoarcoidei	Pholidae	Pholis	Rock gunnel
Chirolophis ascanii	accepted name	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Blenniops ascanii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Blennius gattorugine ascanii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Blennius pennantii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Blennius yarellii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Carelophus ascanii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Carelophus stroemii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Centronotus brosme	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Chirolophus ascani	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Chirolophus ascanii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Chriolophis ascanii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Gunnellus stroemii	synonym	57	Chirolophis ascanii	Actinopteri	Perciformes/Zoarcoidei	Stichaeidae	Chirolophis	Yarrell's blenny
Lycodes gracilis	accepted name	61701	Lycodes gracilis	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Lycodes	NA
Lycodes lugubris	synonym	61701	Lycodes gracilis	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Lycodes	NA
Lycodes vahli gracilis	synonym	61701	Lycodes gracilis	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Lycodes	NA
Lycodes vahli septentrionalis	synonym	61701	Lycodes gracilis	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Lycodes	NA
Zoarces viviparus	accepted name	479	Zoarces viviparus	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Zoarces	Eelpout
Blennius viviparus	synonym	479	Zoarces viviparus	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Zoarces	Eelpout
Zoarces viviparous	synonym	479	Zoarces viviparus	Actinopteri	Perciformes/Zoarcoidei	Zoarcidae	Zoarces	Eelpout
Arnoglossus laterna	accepted name	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Arnoglossus laterna macrostoma	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Arnoglossus laterna microstoma	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Arnoglossus macrostoma	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Pleuronectes arnoglossus	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Pleuronectes conspersus	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Pleuronectes diaphanus	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Pleuronectes laterna	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Pleuronectes leotardi	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Pleuronectes pellucidus	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Rhombus soleaeformis	synonym	41	Arnoglossus laterna	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	Mediterranean scaldfish
Glyptocephalus cynoglossus	accepted name	26	Glyptocephalus cynoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Witch flounder
Glyptocephalus acadianus	synonym	26	Glyptocephalus cynoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Witch flounder
Platessa elongata	synonym	26	Glyptocephalus cynoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Witch flounder
Pleuronectes cynoglossus	synonym	26	Glyptocephalus cynoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Witch flounder
Pleuronectes nigromanus	synonym	26	Glyptocephalus cynoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Witch flounder
Pleuronectes saxicola	synonym	26	Glyptocephalus cynoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	Witch flounder
Hippoglossoides platessoides	accepted name	4239	Hippoglossoides platessoides	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	American plaice
Hippoglossoides platessoides limandoides	synonym	4239	Hippoglossoides platessoides	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	American plaice
Hippoglossoides platessoides platessoides	synonym	4239	Hippoglossoides platessoides	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	American plaice
Hypoglossoides platessoides	synonym	4239	Hippoglossoides platessoides	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	American plaice
Pleuronectes limandoides	synonym	4239	Hippoglossoides platessoides	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	American plaice
Pleuronectes platessoides	synonym	4239	Hippoglossoides platessoides	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	American plaice
Hippoglossus hippoglossus	accepted name	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Hippoglossus americanus	synonym	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Hippoglossus gigas	synonym	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Hippoglossus linnei	synonym	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Hippoglossus maximus	synonym	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Hippoglossus vulgaris	synonym	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Pleuronectes hippoglossus	synonym	1371	Hippoglossus hippoglossus	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Atlantic halibut
Limanda limanda	accepted name	695	Limanda limanda	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Common dab
Limanda oceanica	synonym	695	Limanda limanda	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Common dab
Limanda vulgaris	synonym	695	Limanda limanda	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Common dab
Liopsetta limanda	synonym	695	Limanda limanda	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Common dab
Pleuronectes limanda	synonym	695	Limanda limanda	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Common dab
Pleuronectes limandula	synonym	695	Limanda limanda	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Common dab
Liopsetta glacialis	accepted name	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Liopsetta glacialis knipowitschi	synonym	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Platessa dwinensis	synonym	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Pleuronectes cicatricosus	synonym	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Pleuronectes franklinii	synonym	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Pleuronectes glacialis	synonym	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Pleuronectes glacialis caninensis	synonym	4244	Liopsetta glacialis	Actinopteri	Pleuronectiformes	Pleuronectidae	Liopsetta	Arctic flounder
Microstomus kitt	accepted name	1382	Microstomus kitt	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Lemon sole
Microstomus latidens	synonym	1382	Microstomus kitt	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Lemon sole
Platessa pola	synonym	1382	Microstomus kitt	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Lemon sole
Pleuronectes gilli	synonym	1382	Microstomus kitt	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Lemon sole
Pleuronectes kitt	synonym	1382	Microstomus kitt	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Lemon sole
Pleuronectes microcephalus	synonym	1382	Microstomus kitt	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Lemon sole
Platichthys flesus	accepted name	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Flesus vulgaris	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platessa carnaria	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platessa glabra	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys flesus bogdanovi	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys flesus flesus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys flesus italicus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys flesus luscus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys flesus trachurus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys luscus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes bogdanovii	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesoides	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesus caninensis	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesus leiurus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesus luscus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesus septentrionalis	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes flesus trachurus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes italicus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes luscus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes passer	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Pleuronectes roseus	synonym	1341	Platichthys flesus	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	European flounder
Platichthys solemdali	accepted name	69158	Platichthys solemdali	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	Baltic flounder
Pleuronectes platessa	accepted name	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Platessa latus	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Platessa platessa	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Platessa vulgaris	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Pleuronectes borealis	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Pleuronectes latus	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Pleuronectes platessa baltica	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Pleuronectes platessus	synonym	1342	Pleuronectes platessa	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	European plaice
Lepidorhombus whiffiagonis	accepted name	28	Lepidorhombus whiffiagonis	Actinopteri	Pleuronectiformes	Scophthalmidae	Lepidorhombus	Megrim
Lepidorhombus megastoma	synonym	28	Lepidorhombus whiffiagonis	Actinopteri	Pleuronectiformes	Scophthalmidae	Lepidorhombus	Megrim
Pleuronectes megastoma	synonym	28	Lepidorhombus whiffiagonis	Actinopteri	Pleuronectiformes	Scophthalmidae	Lepidorhombus	Megrim
Pleuronectes pseudopalus	synonym	28	Lepidorhombus whiffiagonis	Actinopteri	Pleuronectiformes	Scophthalmidae	Lepidorhombus	Megrim
Pleuronectes whiffiagonis	synonym	28	Lepidorhombus whiffiagonis	Actinopteri	Pleuronectiformes	Scophthalmidae	Lepidorhombus	Megrim
Scophthalmus maximus	accepted name	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Pleuronectes cyclops	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Pleuronectes maximus	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Pleuronectes turbot	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Psetta maxima	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Psetta maxima maxima	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Rhombus aculeatus	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Rhombus magnus	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Rhombus maximus	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Rhombus stellosus	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Scophthalmus ponticus	synonym	1348	Scophthalmus maximus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot
Scophthalmus rhombus	accepted name	529	Scophthalmus rhombus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill
Pleuronectes laevis	synonym	529	Scophthalmus rhombus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill
Pleuronectes rhombus	synonym	529	Scophthalmus rhombus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill
Rhombus laevis	synonym	529	Scophthalmus rhombus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill
Scophtalmus rhombus	synonym	529	Scophthalmus rhombus	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill
Zeugopterus norvegicus	accepted name	2360	Zeugopterus norvegicus	Actinopteri	Pleuronectiformes	Scophthalmidae	Zeugopterus	Norwegian topknot
Phrynorhombus norvegicus	synonym	2360	Zeugopterus norvegicus	Actinopteri	Pleuronectiformes	Scophthalmidae	Zeugopterus	Norwegian topknot
Rhombus norvegicus	synonym	2360	Zeugopterus norvegicus	Actinopteri	Pleuronectiformes	Scophthalmidae	Zeugopterus	Norwegian topknot
Zeugopterus punctatus	accepted name	1369	Zeugopterus punctatus	Actinopteri	Pleuronectiformes	Scophthalmidae	Zeugopterus	Topknot
